,Helipad_number,FAA_index,latitude,longitude,zoom,groundtruth,category,minX,minY,maxX,maxY,url
3442,3359,11373,39.414,-75.81632222222223,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=39.414,-75.81632222222223&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3443,3360,11376,39.436552777777784,-75.22114444444446,20,True,1,237,243,395,396,"http://maps.googleapis.com/maps/api/staticmap?center=39.436552777777784,-75.22114444444446&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3444,3361,11378,40.62256944444445,-74.63273888888888,20,True,7,211,214,385,396,"http://maps.googleapis.com/maps/api/staticmap?center=40.62256944444445,-74.63273888888888&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3445,3362,11379,40.58222222222223,-74.61388888888888,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.58222222222223,-74.61388888888888&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3446,3363,11380,39.97872555555556,-74.58404416666666,20,True,2,180,338,330,521,"http://maps.googleapis.com/maps/api/staticmap?center=39.97872555555556,-74.58404416666666&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3447,3364,11381,39.4842825,-74.88183583333333,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=39.4842825,-74.88183583333333&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3448,3365,11382,40.07372194444445,-74.87460972222222,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.07372194444445,-74.87460972222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3449,3366,11385,39.94197222222222,-75.1282611111111,20,True,other,218,229,401,409,"http://maps.googleapis.com/maps/api/staticmap?center=39.94197222222222,-75.1282611111111&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3450,3367,11386,39.94842222222222,-75.13030555555554,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=39.94842222222222,-75.13030555555554&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3451,3368,11387,39.94044444444444,-75.10663888888888,20,True,other,197,218,360,367,"http://maps.googleapis.com/maps/api/staticmap?center=39.94044444444444,-75.10663888888888&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3452,3369,11388,39.94111111111111,-75.11638888888888,20,True,1,411,311,553,444,"http://maps.googleapis.com/maps/api/staticmap?center=39.94111111111111,-75.11638888888888&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3453,3370,11389,39.952334722222226,-75.0840625,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=39.952334722222226,-75.0840625&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3454,3371,11390,39.94638888888888,-75.10388888888889,20,True,8,315,351,433,474,"http://maps.googleapis.com/maps/api/staticmap?center=39.94638888888888,-75.10388888888889&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3455,3372,11392,39.08777222222223,-74.81669722222222,20,True,1,204,221,390,415,"http://maps.googleapis.com/maps/api/staticmap?center=39.08777222222223,-74.81669722222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3456,3373,11393,39.10678027777778,-74.80794416666666,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=39.10678027777778,-74.80794416666666&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3457,3374,11394,40.0634475,-74.44126166666669,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.0634475,-74.44126166666669&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3458,3375,11397,40.01583333333333,-74.97577777777778,20,True,9,238,273,376,406,"http://maps.googleapis.com/maps/api/staticmap?center=40.01583333333333,-74.97577777777778&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3459,3376,11399,40.83482194444445,-74.15264361111113,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.83482194444445,-74.15264361111113&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3460,3377,11400,40.89388888888889,-74.16111111111111,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.89388888888889,-74.16111111111111&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3461,3378,11401,39.49039472222222,-74.60682361111111,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=39.49039472222222,-74.60682361111111&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3462,3379,11402,40.304555,-74.1079186111111,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.304555,-74.1079186111111&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3463,3380,11403,40.254278055555545,-74.1690313888889,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.254278055555545,-74.1690313888889&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3464,3381,11404,40.27661111111111,-74.17699999999999,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.27661111111111,-74.17699999999999&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3465,3382,11405,40.30010861111111,-74.53293138888887,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.30010861111111,-74.53293138888887&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3466,3383,11407,39.697447222222216,-75.49531666666667,20,True,9,217,224,429,428,"http://maps.googleapis.com/maps/api/staticmap?center=39.697447222222216,-75.49531666666667&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3467,3384,11408,40.753434166666665,-74.21709,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.753434166666665,-74.21709&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3468,3385,11409,40.77398944444445,-74.20931194444445,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.77398944444445,-74.20931194444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3469,3386,11410,40.782878055555564,-74.21820111111111,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.782878055555564,-74.21820111111111&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3470,3387,11411,40.815638888888884,-74.07055555555556,20,True,9,326,292,548,509,"http://maps.googleapis.com/maps/api/staticmap?center=40.815638888888884,-74.07055555555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3471,3387,11411,40.815638888888884,-74.07055555555556,20,True,9,453,74,639,303,"http://maps.googleapis.com/maps/api/staticmap?center=40.815638888888884,-74.07055555555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3472,3388,11412,40.524548333333335,-74.42570694444444,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.524548333333335,-74.42570694444444&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3473,3389,11413,40.67510222222222,-74.24542361111111,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.67510222222222,-74.24542361111111&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3474,3390,11416,39.58918888888889,-75.1815277777778,20,True,3,243,237,374,379,"http://maps.googleapis.com/maps/api/staticmap?center=39.58918888888889,-75.1815277777778&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3475,3391,11418,39.89977777777778,-74.93547222222223,20,True,5,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=39.89977777777778,-74.93547222222223&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3476,3392,11419,40.862875,-74.31737222222222,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.862875,-74.31737222222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3477,3393,11421,40.18677972222222,-74.15069694444446,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.18677972222222,-74.15069694444446&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3478,3394,11422,40.208445833333336,-74.17458694444444,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.208445833333336,-74.17458694444444&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3479,3395,11423,40.17178,-74.17847583333334,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.17178,-74.17847583333334&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3480,3396,11424,40.531972222222215,-74.86206388888887,20,True,2,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.531972222222215,-74.86206388888887&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3481,3397,11426,40.78055555555555,-74.4175,20,True,7,170,212,348,389,"http://maps.googleapis.com/maps/api/staticmap?center=40.78055555555555,-74.4175&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3482,3398,11427,40.79176666666667,-74.38292916666666,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.79176666666667,-74.38292916666666&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3483,3399,11428,40.53732694444445,-74.2982025,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.53732694444445,-74.2982025&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3484,3400,11429,39.83984111111111,-74.17763916666667,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=39.83984111111111,-74.17763916666667&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3485,3401,11430,39.81595,-74.203875,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=39.81595,-74.203875&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3486,3402,11431,40.85010000000001,-73.96624916666667,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.85010000000001,-73.96624916666667&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3487,3403,11432,40.31677722222223,-74.03291638888889,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.31677722222223,-74.03291638888889&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3488,3404,11433,40.536770000000004,-74.52237694444446,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.536770000000004,-74.52237694444446&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3489,3405,11434,40.740972222222226,-75.0215,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.740972222222226,-75.0215&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3490,3406,11435,40.53805555555555,-74.52694444444444,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.53805555555555,-74.52694444444444&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3491,3407,11436,40.23677222222222,-74.310975,20,True,5,183,189,417,428,"http://maps.googleapis.com/maps/api/staticmap?center=40.23677222222222,-74.310975&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3492,3408,11439,40.220833333333346,-74.3916666666667,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.220833333333346,-74.3916666666667&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3493,3409,11440,40.279554444444436,-74.32931416666666,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.279554444444436,-74.32931416666666&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3494,3410,11441,40.238166666666665,-74.31986944444444,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.238166666666665,-74.31986944444444&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3495,3411,11445,40.723152777777784,-74.68794444444445,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.723152777777784,-74.68794444444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3496,3412,11447,39.86289166666667,-74.96016666666667,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=39.86289166666667,-74.96016666666667&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3497,3413,11449,40.92823333333333,-74.84396666666666,20,True,9,260,334,360,442,"http://maps.googleapis.com/maps/api/staticmap?center=40.92823333333333,-74.84396666666666&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3498,3414,11451,40.87537722222222,-74.03514,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.87537722222222,-74.03514&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3499,3415,11452,40.88428888888889,-74.0561361111111,20,True,4,234,211,397,395,"http://maps.googleapis.com/maps/api/staticmap?center=40.88428888888889,-74.0561361111111&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3500,3416,11454,40.86167777777778,-74.81465555555555,20,True,2,193,194,442,441,"http://maps.googleapis.com/maps/api/staticmap?center=40.86167777777778,-74.81465555555555&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3501,3417,11455,40.86398722222222,-74.91905861111111,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.86398722222222,-74.91905861111111&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3502,3418,11457,39.6356725,-74.74905,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=39.6356725,-74.74905&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3503,3419,11460,39.631413888888886,-74.77276944444445,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=39.631413888888886,-74.77276944444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3504,3420,11463,40.26177611111111,-74.5195975,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.26177611111111,-74.5195975&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3505,3421,11464,40.100114444444436,-74.31764666666666,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.100114444444436,-74.31764666666666&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3506,3422,11466,40.394275,-74.17930972222223,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.394275,-74.17930972222223&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3507,3423,11467,40.34952777777778,-74.19058333333334,20,True,4,169,169,424,447,"http://maps.googleapis.com/maps/api/staticmap?center=40.34952777777778,-74.19058333333334&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3508,3424,11469,40.39232777777778,-74.77905111111113,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.39232777777778,-74.77905111111113&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3509,3425,11471,40.14615472222222,-74.434595,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.14615472222222,-74.434595&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3510,3426,11472,40.3165,-74.49008333333333,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.3165,-74.49008333333333&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3511,3427,11473,40.69819444444444,-74.07241666666667,20,True,5,199,228,356,399,"http://maps.googleapis.com/maps/api/staticmap?center=40.69819444444444,-74.07241666666667&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3512,3428,11474,40.69315805555555,-74.05833333333334,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.69315805555555,-74.05833333333334&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3513,3429,11475,40.72454638888889,-74.02958444444444,20,True,5,106,327,300,548,"http://maps.googleapis.com/maps/api/staticmap?center=40.72454638888889,-74.02958444444444&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3514,3430,11476,40.71339722222223,-74.03202222222222,20,True,9,204,204,415,404,"http://maps.googleapis.com/maps/api/staticmap?center=40.71339722222223,-74.03202222222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3515,3431,11478,40.426496666666665,-74.14041999999999,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.426496666666665,-74.14041999999999&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3516,3432,11479,40.73152777777778,-74.11663888888889,20,True,5,217,239,412,437,"http://maps.googleapis.com/maps/api/staticmap?center=40.73152777777778,-74.11663888888889&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3517,3433,11480,40.73704583333333,-74.07972222222223,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.73704583333333,-74.07972222222223&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3518,3434,11481,40.67461111111111,-74.27819444444444,20,True,8,217,153,427,355,"http://maps.googleapis.com/maps/api/staticmap?center=40.67461111111111,-74.27819444444444&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3519,3435,11486,40.28760805555555,-74.67543611111111,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.28760805555555,-74.67543611111111&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3520,3436,11487,39.24166666666667,-74.95194444444445,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=39.24166666666667,-74.95194444444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3521,3437,11489,40.63621416666667,-74.23431194444444,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.63621416666667,-74.23431194444444&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3522,3438,11493,40.762600555555565,-74.30403722222222,20,True,2,235,372,417,551,"http://maps.googleapis.com/maps/api/staticmap?center=40.762600555555565,-74.30403722222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
